Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),336
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,585094.41
Extraction Timestamp,20250727_180716
Monthly Income,"12,000.00"
Total Investment Amount,"1,997,768.66"
Total Investment Final Value,"6,283,025.54"
Total Investment Profit After Tax,"2,367,037.57"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"7,499.81"
Weighted Cost (should be ~0),0.03
Weighted Investment Profit,"1,034,231.37"
Weighted Calculation Converged,Yes
