Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),276
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,845193.93
Extraction Timestamp,20250727_190415
Monthly Income,"12,000.00"
Total Investment Amount,"824,988.18"
Total Investment Final Value,"2,174,921.26"
Total Investment Profit After Tax,"721,820.47"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"10,743.82"
Weighted Cost (should be ~0),-0.98
Weighted Investment Profit,"1,487,010.84"
Weighted Calculation Converged,Yes
