Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,318984.57
Extraction Timestamp,20250729_023119
Monthly Income,"12,000.00"
Total Investment Amount,"46,353.89"
Total Investment Final Value,"80,382.76"
Total Investment Profit After Tax,"16,456.79"
Effective Annual Return After Tax,4.92%
Weighted Monthly Payment (30 years),"8,740.27"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"405,871.90"
Weighted Calculation Converged,Yes
