Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),276
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,808581.44
Extraction Timestamp,20250727_182559
Monthly Income,"12,000.00"
Total Investment Amount,"965,931.94"
Total Investment Final Value,"2,434,611.61"
Total Investment Profit After Tax,"782,180.74"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"10,202.14"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"1,346,067.85"
Weighted Calculation Converged,Yes
