Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,988502.32
Extraction Timestamp,20250727_195050
Monthly Income,"12,000.00"
Total Investment Amount,"1,708,737.33"
Total Investment Final Value,"5,912,071.11"
Total Investment Profit After Tax,"2,358,044.46"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"9,572.57"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"1,611,262.90"
Weighted Calculation Converged,Yes
