Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),132
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,198072.18
Extraction Timestamp,20250727_175414
Monthly Income,"12,000.00"
Total Investment Amount,"233,881.36"
Total Investment Final Value,"349,188.88"
Total Investment Profit After Tax,"55,289.80"
Effective Annual Return After Tax,3.20%
Weighted Monthly Payment (30 years),"8,091.96"
Weighted Cost (should be ~0),0.79
Weighted Investment Profit,"350,119.43"
Weighted Calculation Converged,Yes
