Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),348
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,559334.14
Extraction Timestamp,20250727_151118
Monthly Income,"12,000.00"
Total Investment Amount,"1,967,535.33"
Total Investment Final Value,"6,802,064.52"
Total Investment Profit After Tax,"2,699,298.21"
Effective Annual Return After Tax,3.86%
Weighted Monthly Payment (30 years),"7,674.36"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"1,208,464.96"
Weighted Calculation Converged,Yes
