Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),192
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,454233.96
Extraction Timestamp,20250727_173343
Monthly Income,"12,000.00"
Total Investment Amount,"650,268.84"
Total Investment Final Value,"1,138,654.10"
Total Investment Profit After Tax,"243,577.72"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"8,620.64"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"653,730.75"
Weighted Calculation Converged,Yes
