Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),132
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,250544.99
Extraction Timestamp,20250727_151735
Monthly Income,"12,000.00"
Total Investment Amount,"133,552.09"
Total Investment Final Value,"200,199.22"
Total Investment Profit After Tax,"31,993.71"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"8,777.22"
Weighted Cost (should be ~0),-0.46
Weighted Investment Profit,"450,447.46"
Weighted Calculation Converged,Yes
