Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),192
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,360945.18
Extraction Timestamp,20250727_170438
Monthly Income,"12,000.00"
Total Investment Amount,"858,197.25"
Total Investment Final Value,"1,499,279.51"
Total Investment Profit After Tax,"319,474.46"
Effective Annual Return After Tax,3.07%
Weighted Monthly Payment (30 years),"7,481.86"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"445,802.26"
Weighted Calculation Converged,Yes
