Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),300
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,763893.86
Extraction Timestamp,20250727_192734
Monthly Income,"12,000.00"
Total Investment Amount,"1,386,859.06"
Total Investment Final Value,"3,725,729.18"
Total Investment Profit After Tax,"1,261,603.92"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"9,152.75"
Weighted Cost (should be ~0),0.03
Weighted Investment Profit,"1,213,140.97"
Weighted Calculation Converged,Yes
