Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),264
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,372780.38
Extraction Timestamp,20250727_171003
Monthly Income,"12,000.00"
Total Investment Amount,"1,230,382.10"
Total Investment Final Value,"3,153,552.40"
Total Investment Profit After Tax,"1,019,866.24"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"8,016.90"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"937,617.14"
Weighted Calculation Converged,Yes
