Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),336
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,568567.48
Extraction Timestamp,20250727_151248
Monthly Income,"12,000.00"
Total Investment Amount,"2,220,064.95"
Total Investment Final Value,"6,699,079.23"
Total Investment Profit After Tax,"2,465,143.90"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"6,862.02"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"811,934.66"
Weighted Calculation Converged,Yes
