Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),336
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,476702.86
Extraction Timestamp,20250727_184330
Monthly Income,"12,000.00"
Total Investment Amount,"1,710,640.92"
Total Investment Final Value,"6,004,714.85"
Total Investment Profit After Tax,"2,389,436.98"
Effective Annual Return After Tax,4.06%
Weighted Monthly Payment (30 years),"7,990.81"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"1,321,359.09"
Weighted Calculation Converged,Yes
