Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),252
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,395152.62
Extraction Timestamp,20250727_193814
Monthly Income,"12,000.00"
Total Investment Amount,"1,234,680.17"
Total Investment Final Value,"2,885,455.49"
Total Investment Profit After Tax,"865,152.74"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"7,764.29"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"789,319.64"
Weighted Calculation Converged,Yes
