Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,467033.90
Extraction Timestamp,20250727_173102
Monthly Income,"12,000.00"
Total Investment Amount,"227,306.72"
Total Investment Final Value,"379,901.66"
Total Investment Profit After Tax,"75,223.50"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"9,919.65"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"788,693.11"
Weighted Calculation Converged,Yes
