Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),288
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,469122.13
Extraction Timestamp,20250727_160958
Monthly Income,"12,000.00"
Total Investment Amount,"1,306,785.39"
Total Investment Final Value,"3,732,065.79"
Total Investment Profit After Tax,"1,308,237.50"
Effective Annual Return After Tax,3.93%
Weighted Monthly Payment (30 years),"8,454.12"
Weighted Cost (should be ~0),-0.85
Weighted Investment Profit,"1,149,213.76"
Weighted Calculation Converged,Yes
