Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,385624.47
Extraction Timestamp,20250729_022317
Monthly Income,"12,000.00"
Total Investment Amount,"382,987.90"
Total Investment Final Value,"825,789.05"
Total Investment Profit After Tax,"223,635.60"
Effective Annual Return After Tax,4.59%
Weighted Monthly Payment (30 years),"9,139.05"
Weighted Cost (should be ~0),0.59
Weighted Investment Profit,"795,591.26"
Weighted Calculation Converged,Yes
