Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,997355.34
Extraction Timestamp,20250728_091300
Monthly Income,"12,000.00"
Total Investment Amount,"1,905,470.10"
Total Investment Final Value,"6,193,772.67"
Total Investment Profit After Tax,"2,393,176.39"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"9,169.73"
Weighted Cost (should be ~0),0.24
Weighted Investment Profit,"1,414,530.14"
Weighted Calculation Converged,Yes
