Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,450984.85
Extraction Timestamp,20250727_180541
Monthly Income,"12,000.00"
Total Investment Amount,"1,881,523.34"
Total Investment Final Value,"6,350,781.53"
Total Investment Profit After Tax,"2,480,779.22"
Effective Annual Return After Tax,3.92%
Weighted Monthly Payment (30 years),"7,464.16"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"1,150,475.79"
Weighted Calculation Converged,Yes
