Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,212310.81
Extraction Timestamp,20250727_185414
Monthly Income,"12,000.00"
Total Investment Amount,"148,172.04"
Total Investment Final Value,"195,164.28"
Total Investment Profit After Tax,"22,013.48"
Effective Annual Return After Tax,2.40%
Weighted Monthly Payment (30 years),"8,099.15"
Weighted Cost (should be ~0),-0.25
Weighted Investment Profit,"291,827.71"
Weighted Calculation Converged,Yes
