Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),132
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,192419.15
Extraction Timestamp,20250727_232457
Monthly Income,"12,000.00"
Total Investment Amount,"148,619.31"
Total Investment Final Value,"242,553.32"
Total Investment Profit After Tax,"45,444.26"
Effective Annual Return After Tax,3.94%
Weighted Monthly Payment (30 years),"8,585.21"
Weighted Cost (should be ~0),0.97
Weighted Investment Profit,"435,381.66"
Weighted Calculation Converged,Yes
