Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,313243.60
Extraction Timestamp,20250728_111639
Monthly Income,"12,000.00"
Total Investment Amount,482.28
Total Investment Final Value,490.51
Total Investment Profit After Tax,3.57
Effective Annual Return After Tax,0.14%
Weighted Monthly Payment (30 years),"9,639.50"
Weighted Cost (should be ~0),0.43
Weighted Investment Profit,"512,001.16"
Weighted Calculation Converged,Yes
