Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,451013.43
Extraction Timestamp,20250728_091901
Monthly Income,"12,000.00"
Total Investment Amount,"494,664.77"
Total Investment Final Value,"827,728.11"
Total Investment Profit After Tax,"164,607.78"
Effective Annual Return After Tax,3.02%
Weighted Monthly Payment (30 years),"8,962.86"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"665,334.47"
Weighted Calculation Converged,Yes
