Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),288
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,371927.05
Extraction Timestamp,20250727_150819
Monthly Income,"12,000.00"
Total Investment Amount,"1,712,919.13"
Total Investment Final Value,"4,533,430.52"
Total Investment Profit After Tax,"1,512,426.97"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"6,893.77"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"743,081.85"
Weighted Calculation Converged,Yes
