Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,318432.20
Extraction Timestamp,20250727_172947
Monthly Income,"12,000.00"
Total Investment Amount,"375,908.42"
Total Investment Final Value,"664,769.42"
Total Investment Profit After Tax,"143,019.10"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"8,877.88"
Weighted Cost (should be ~0),-0.67
Weighted Investment Profit,"640,090.92"
Weighted Calculation Converged,Yes
