Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),288
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,272742.28
Extraction Timestamp,20250727_154753
Monthly Income,"12,000.00"
Total Investment Amount,"1,978,956.39"
Total Investment Final Value,"5,128,262.43"
Total Investment Profit After Tax,"1,685,399.15"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"5,754.77"
Weighted Cost (should be ~0),-0.97
Weighted Investment Profit,"477,042.64"
Weighted Calculation Converged,Yes
