Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,427171.69
Extraction Timestamp,20250727_164557
Monthly Income,"12,000.00"
Total Investment Amount,"850,215.56"
Total Investment Final Value,"1,561,848.37"
Total Investment Profit After Tax,"358,197.92"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"8,041.46"
Weighted Cost (should be ~0),0.89
Weighted Investment Profit,"597,785.33"
Weighted Calculation Converged,Yes
