Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,117378.98
Extraction Timestamp,20250727_194402
Monthly Income,"12,000.00"
Total Investment Amount,"270,496.02"
Total Investment Final Value,"382,445.46"
Total Investment Profit After Tax,"53,070.87"
Effective Annual Return After Tax,3.03%
Weighted Monthly Payment (30 years),"7,171.10"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"169,503.68"
Weighted Calculation Converged,Yes
