Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),252
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,356633.18
Extraction Timestamp,20250727_224225
Monthly Income,"12,000.00"
Total Investment Amount,"1,305,094.70"
Total Investment Final Value,"3,038,320.50"
Total Investment Profit After Tax,"907,988.86"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"7,409.69"
Weighted Cost (should be ~0),-0.50
Weighted Investment Profit,"718,904.80"
Weighted Calculation Converged,Yes
