Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),312
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,769979.91
Extraction Timestamp,20250727_234313
Monthly Income,"12,000.00"
Total Investment Amount,"1,341,763.07"
Total Investment Final Value,"3,997,093.58"
Total Investment Profit After Tax,"1,450,171.90"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"9,455.42"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"1,402,236.06"
Weighted Calculation Converged,Yes
