Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,233516.95
Extraction Timestamp,20250727_154420
Monthly Income,"12,000.00"
Total Investment Amount,"460,823.67"
Total Investment Final Value,"827,551.00"
Total Investment Profit After Tax,"181,759.44"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"8,282.61"
Weighted Cost (should be ~0),-0.69
Weighted Investment Profit,"555,175.64"
Weighted Calculation Converged,Yes
