Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),60
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,60
Total Mortgage Interest,109028.47
Extraction Timestamp,20250727_161643
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"9,423.66"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"217,694.54"
Weighted Calculation Converged,Yes
