Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),300
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,321639.52
Extraction Timestamp,20250727_180013
Monthly Income,"12,000.00"
Total Investment Amount,"1,829,113.40"
Total Investment Final Value,"5,165,237.83"
Total Investment Profit After Tax,"1,805,474.78"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"6,658.25"
Weighted Cost (should be ~0),-0.33
Weighted Investment Profit,"770,886.28"
Weighted Calculation Converged,Yes
