Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),324
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,459003.92
Extraction Timestamp,20250727_194037
Monthly Income,"12,000.00"
Total Investment Amount,"2,062,464.91"
Total Investment Final Value,"6,170,705.85"
Total Investment Profit After Tax,"2,251,421.18"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"6,784.55"
Weighted Cost (should be ~0),0.80
Weighted Investment Profit,"825,535.89"
Weighted Calculation Converged,Yes
