Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),228
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,232124.80
Extraction Timestamp,20250727_223701
Monthly Income,"12,000.00"
Total Investment Amount,"1,380,198.98"
Total Investment Final Value,"2,850,052.98"
Total Investment Profit After Tax,"754,927.01"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"6,095.42"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"355,801.82"
Weighted Calculation Converged,Yes
