Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),156
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,214648.55
Extraction Timestamp,20250727_181505
Monthly Income,"12,000.00"
Total Investment Amount,"514,490.51"
Total Investment Final Value,"829,413.77"
Total Investment Profit After Tax,"153,655.08"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"7,535.28"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"357,508.74"
Weighted Calculation Converged,Yes
