Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),312
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,858331.70
Extraction Timestamp,20250727_190538
Monthly Income,"12,000.00"
Total Investment Amount,"1,662,035.22"
Total Investment Final Value,"4,323,638.12"
Total Investment Profit After Tax,"1,435,575.23"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"8,822.13"
Weighted Cost (should be ~0),0.82
Weighted Investment Profit,"1,081,965.59"
Weighted Calculation Converged,Yes
