Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,225386.41
Extraction Timestamp,20250727_151713
Monthly Income,"12,000.00"
Total Investment Amount,"34,784.00"
Total Investment Final Value,"48,839.60"
Total Investment Profit After Tax,"6,678.42"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"8,828.12"
Weighted Cost (should be ~0),0.70
Weighted Investment Profit,"405,216.70"
Weighted Calculation Converged,Yes
