Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,468421.95
Extraction Timestamp,20250727_180140
Monthly Income,"12,000.00"
Total Investment Amount,"406,823.07"
Total Investment Final Value,"697,270.79"
Total Investment Profit After Tax,"144,039.96"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"9,402.38"
Weighted Cost (should be ~0),-0.92
Weighted Investment Profit,"753,176.01"
Weighted Calculation Converged,Yes
