Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),108
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,94254.90
Extraction Timestamp,20250727_151209
Monthly Income,"12,000.00"
Total Investment Amount,"145,248.65"
Total Investment Final Value,"197,960.83"
Total Investment Profit After Tax,"24,767.29"
Effective Annual Return After Tax,3.01%
Weighted Monthly Payment (30 years),"7,329.06"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"150,751.44"
Weighted Calculation Converged,Yes
