Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),216
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,518743.57
Extraction Timestamp,20250727_173513
Monthly Income,"12,000.00"
Total Investment Amount,"845,426.94"
Total Investment Final Value,"1,614,845.52"
Total Investment Profit After Tax,"390,578.26"
Effective Annual Return After Tax,3.18%
Weighted Monthly Payment (30 years),"8,617.08"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"746,573.39"
Weighted Calculation Converged,Yes
