Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),204
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,322203.89
Extraction Timestamp,20250727_232827
Monthly Income,"12,000.00"
Total Investment Amount,"718,959.50"
Total Investment Final Value,"1,458,873.58"
Total Investment Profit After Tax,"376,206.77"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"8,381.66"
Weighted Cost (should be ~0),0.71
Weighted Investment Profit,"729,041.21"
Weighted Calculation Converged,Yes
