Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),252
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,701584.07
Extraction Timestamp,20250727_194132
Monthly Income,"12,000.00"
Total Investment Amount,"790,895.19"
Total Investment Final Value,"1,863,785.27"
Total Investment Profit After Tax,"563,311.63"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"10,120.69"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"1,233,105.76"
Weighted Calculation Converged,Yes
