Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,381490.05
Extraction Timestamp,20250727_143524
Monthly Income,"12,000.00"
Total Investment Amount,"1,055,774.89"
Total Investment Final Value,"2,585,794.79"
Total Investment Profit After Tax,"800,579.40"
Effective Annual Return After Tax,4.01%
Weighted Monthly Payment (30 years),"7,754.69"
Weighted Cost (should be ~0),-0.64
Weighted Investment Profit,"824,224.47"
Weighted Calculation Converged,Yes
