Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),228
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,583112.71
Extraction Timestamp,20250727_184249
Monthly Income,"12,000.00"
Total Investment Amount,"803,892.15"
Total Investment Final Value,"1,648,319.07"
Total Investment Profit After Tax,"433,801.01"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"9,260.72"
Weighted Cost (should be ~0),-0.98
Weighted Investment Profit,"932,106.87"
Weighted Calculation Converged,Yes
