Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),120
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,192382.33
Extraction Timestamp,20250727_162107
Monthly Income,"12,000.00"
Total Investment Amount,"110,487.40"
Total Investment Final Value,"154,959.05"
Total Investment Profit After Tax,"21,072.56"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"8,300.87"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"329,512.55"
Weighted Calculation Converged,Yes
