Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,568543.15
Extraction Timestamp,20250727_153107
Monthly Income,"12,000.00"
Total Investment Amount,"778,135.14"
Total Investment Final Value,"1,800,710.13"
Total Investment Profit After Tax,"533,450.59"
Effective Annual Return After Tax,3.74%
Weighted Monthly Payment (30 years),"9,605.78"
Weighted Cost (should be ~0),0.70
Weighted Investment Profit,"1,101,865.56"
Weighted Calculation Converged,Yes
