Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,343319.26
Extraction Timestamp,20250729_032904
Monthly Income,"12,000.00"
Total Investment Amount,"19,558.21"
Total Investment Final Value,"36,923.63"
Total Investment Profit After Tax,"8,499.36"
Effective Annual Return After Tax,5.71%
Weighted Monthly Payment (30 years),"9,724.65"
Weighted Cost (should be ~0),0.91
Weighted Investment Profit,"561,160.70"
Weighted Calculation Converged,Yes
