Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),240
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,658773.67
Extraction Timestamp,20250727_194047
Monthly Income,"12,000.00"
Total Investment Amount,"722,138.78"
Total Investment Final Value,"1,622,657.22"
Total Investment Profit After Tax,"468,808.53"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"10,032.28"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"1,157,860.57"
Weighted Calculation Converged,Yes
