Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),276
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,747603.92
Extraction Timestamp,20250727_190401
Monthly Income,"12,000.00"
Total Investment Amount,"1,369,612.44"
Total Investment Final Value,"3,124,184.20"
Total Investment Profit After Tax,"924,280.43"
Effective Annual Return After Tax,3.18%
Weighted Monthly Payment (30 years),"8,748.80"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"942,387.57"
Weighted Calculation Converged,Yes
