Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),144
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,244027.62
Extraction Timestamp,20250727_224308
Monthly Income,"12,000.00"
Total Investment Amount,"367,014.55"
Total Investment Final Value,"553,737.88"
Total Investment Profit After Tax,"89,998.82"
Effective Annual Return After Tax,3.01%
Weighted Monthly Payment (30 years),"7,915.15"
Weighted Cost (should be ~0),0.52
Weighted Investment Profit,"360,985.97"
Weighted Calculation Converged,Yes
