Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),240
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,292617.10
Extraction Timestamp,20250728_085349
Monthly Income,"12,000.00"
Total Investment Amount,"1,330,351.09"
Total Investment Final Value,"2,919,719.04"
Total Investment Profit After Tax,"824,632.16"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"6,821.37"
Weighted Cost (should be ~0),-0.45
Weighted Investment Profit,"549,648.47"
Weighted Calculation Converged,Yes
