Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,241912.77
Extraction Timestamp,20250727_195136
Monthly Income,"12,000.00"
Total Investment Amount,"1,530,659.96"
Total Investment Final Value,"3,286,486.68"
Total Investment Profit After Tax,"908,914.01"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"5,904.78"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"349,340.99"
Weighted Calculation Converged,Yes
