Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),192
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,192489.94
Extraction Timestamp,20250727_183138
Monthly Income,"12,000.00"
Total Investment Amount,"804,345.27"
Total Investment Final Value,"1,543,458.49"
Total Investment Profit After Tax,"372,084.12"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,344.39"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"499,654.73"
Weighted Calculation Converged,Yes
