Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,335134.23
Extraction Timestamp,20250727_175923
Monthly Income,"12,000.00"
Total Investment Amount,"225,647.03"
Total Investment Final Value,"327,760.54"
Total Investment Profit After Tax,"48,972.44"
Effective Annual Return After Tax,2.72%
Weighted Monthly Payment (30 years),"8,877.62"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"502,352.80"
Weighted Calculation Converged,Yes
