Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),132
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,290937.50
Extraction Timestamp,20250727_183636
Monthly Income,"12,000.00"
Total Investment Amount,"293,062.50"
Total Investment Final Value,"386,935.04"
Total Investment Profit After Tax,"44,002.29"
Effective Annual Return After Tax,2.20%
Weighted Monthly Payment (30 years),"7,912.25"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"290,938.48"
Weighted Calculation Converged,Yes
