Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),252
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,748597.38
Extraction Timestamp,20250727_190323
Monthly Income,"12,000.00"
Total Investment Amount,"706,937.59"
Total Investment Final Value,"1,686,130.95"
Total Investment Profit After Tax,"514,804.64"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"10,533.91"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"1,317,061.63"
Weighted Calculation Converged,Yes
