Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,332373.89
Extraction Timestamp,20250727_154456
Monthly Income,"12,000.00"
Total Investment Amount,"609,826.75"
Total Investment Final Value,"972,090.20"
Total Investment Profit After Tax,"177,128.21"
Effective Annual Return After Tax,2.92%
Weighted Monthly Payment (30 years),"7,750.48"
Weighted Cost (should be ~0),-0.11
Weighted Investment Profit,"406,173.14"
Weighted Calculation Converged,Yes
