Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),324
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,984201.82
Extraction Timestamp,20250727_194603
Monthly Income,"12,000.00"
Total Investment Amount,"1,158,165.97"
Total Investment Final Value,"3,690,122.94"
Total Investment Profit After Tax,"1,396,320.44"
Effective Annual Return After Tax,3.87%
Weighted Monthly Payment (30 years),"10,632.71"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"1,729,833.75"
Weighted Calculation Converged,Yes
