Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,261049.36
Extraction Timestamp,20250727_185356
Monthly Income,"12,000.00"
Total Investment Amount,"1,016,337.88"
Total Investment Final Value,"1,935,682.31"
Total Investment Profit After Tax,"464,532.65"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"6,916.24"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"431,662.30"
Weighted Calculation Converged,Yes
