Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),216
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,221529.65
Extraction Timestamp,20250727_183305
Monthly Income,"12,000.00"
Total Investment Amount,"1,016,965.58"
Total Investment Final Value,"2,126,194.49"
Total Investment Profit After Tax,"567,978.64"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,236.32"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"575,033.43"
Weighted Calculation Converged,Yes
