Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),276
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,412390.70
Extraction Timestamp,20250727_155150
Monthly Income,"12,000.00"
Total Investment Amount,"1,747,494.08"
Total Investment Final Value,"4,211,232.40"
Total Investment Profit After Tax,"1,304,798.53"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"6,585.90"
Weighted Cost (should be ~0),-0.97
Weighted Investment Profit,"564,504.95"
Weighted Calculation Converged,Yes
