Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,545216.86
Extraction Timestamp,20250727_180911
Monthly Income,"12,000.00"
Total Investment Amount,"2,448,142.99"
Total Investment Final Value,"8,262,884.72"
Total Investment Profit After Tax,"3,252,466.15"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"6,599.84"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"871,857.23"
Weighted Calculation Converged,Yes
